time,left_ankle_pitch_pos,right_ankle_pitch_pos,left_ankle_pitch_vel,right_ankle_pitch_vel,left_ankle_pitch_torque,right_ankle_pitch_torque,left_ankle_roll_pos,right_ankle_roll_pos,left_ankle_roll_vel,right_ankle_roll_vel,left_ankle_roll_torque,right_ankle_roll_torque,com_x,com_y,com_z,base_height,base_roll,base_pitch,base_yaw
0.020000000000000004,-0.07610639497738625,-0.053157108473710794,-4.840630517805141,-1.0008996833113586,4.0857655812666325,-2.913006183779404,6.803312884217879e-06,-4.192606998026375e-05,0.001061969261279931,-0.006311161408604025,-0.0006962312744590376,0.011802469151633563,0.022357909836517892,-0.07214680250385186,0.28330566368962795,0.7903379974158237,-3.140816231497326,-0.012565762480168698,0.0
0.04000000000000002,-0.16069580263068362,-0.10846909424993895,-3.1453605623059273,-3.133679788060964,-11.75375424138991,-4.834336679468799,0.0025951420668849667,-0.000647018398233208,0.1451869105867309,0.017912849847309106,0.31309019586840625,-2.287158659538709,0.022932161788639886,-0.07221229452935862,0.2813716250132046,0.786524891942009,-3.1357915606019615,-0.02016459478569473,0.0
0.06000000000000004,-0.23624111684768792,-0.152811988944511,-3.3407889650658413,-1.5662096925912796,-0.9321060870019098,-14.943608193671519,-0.0017057117806607346,0.0021218295460266184,-0.5067362667644038,0.13623481123181816,-0.21344300291930285,0.8925786856584261,0.02372878681428072,-0.07223706588454445,0.28074966286075503,0.7837667968176388,-3.1326764805222567,-0.01830119392770806,0.0
0.08000000000000006,-0.3086503829210522,-0.17854460799389196,-3.378638858081485,-1.0619142595692972,-2.5014940815271833,-16.628971606432064,-0.005800549692526794,0.007800461028709169,0.06164059777537602,0.32593624163866003,-1.453005707442917,2.404651785494355,0.024531940678773182,-0.07211464715899235,0.2800942411622347,0.7817705288848554,-3.1327041923447454,-0.013243607485726807,0.0
0.10000000000000007,-0.3595981905050424,-0.19515591760087428,-1.9052983454258743,-0.6654251946545018,0.35219923269045283,-19.05833171130466,0.002872658711550209,0.014144793283626948,0.39768690028009823,0.2674572705213542,-0.03580694272677243,4.43709987690044,0.025371626137836313,-0.07187278397431136,0.27949373695760193,0.7801305522283074,-3.1359461332921867,-0.008928765382740081,0.0
0.12000000000000009,-0.3867761207652487,-0.2151282982301539,-1.1515704030520595,-1.1732193862725344,-0.0444424921233777,-11.838646892392045,0.02081757961696902,0.022105803836869543,0.8402957483175342,0.42101788287594016,-0.17193830113622477,6.1173377652541205,0.026290370215512483,-0.0715395763618309,0.2787015446474223,0.7779007363380614,-3.139765472264348,-0.006518647367927125,0.0
0.1400000000000001,-0.3572680345298814,-0.23752174667489234,2.443635701007936,-1.018634514185146,-6.603111118153027,-10.458003766461154,0.033424850167670765,0.029239599676947094,0.40572439267888516,0.3001298446233962,2.4519917682683627,7.117197322894349,0.027359743591499758,-0.0710631701266231,0.27774911008171366,0.7752894926376241,3.1393876021157925,-0.004632180686400648,0.0
0.16000000000000011,-0.2926568800203159,-0.2662032823265113,1.8574733096086498,-1.586664701109179,-13.9584426709727,-6.071990478232207,0.04757379831726194,0.029830115521679842,0.630866957845339,-0.0437546023720494,6.193655234809077,2.440112656030902,0.028741083437889274,-0.07048519155348715,0.27685981351416106,0.7722827570191101,3.139813403244587,-0.0026481743953369608,0.0
0.18000000000000013,-0.30137715728540887,-0.30106917068779665,-1.2457733277186311,-1.7536558939250009,-9.677504389106698,-3.970952411730979,0.05589721164548142,0.026535517193513672,0.28238436147332857,-0.17663724312281873,7.510538141179187,0.31867875942805934,0.030429111340298902,-0.06998987591625608,0.27605943672858874,0.7690160574719244,-3.135167591637559,-0.001743691318676898,0.0
0.20000000000000015,-0.33064074565183893,-0.338169591177215,-1.4542854284101838,-1.8349047780835446,-6.4581468630347505,-2.048794012603719,0.05929139643304851,0.02383970851753895,0.09296183977363588,-0.10613513391609304,7.799302235854387,0.1881043210109997,0.03233901914204882,-0.06977271647247626,0.2751432832355163,0.7654257626655825,-3.122432249220447,-0.001586993793275682,0.0
